Year,Country,Average_Temperature,CO2_emissions
2000,Solomon Islands,9.09901404890439,2050.2371273627905
2000,South Africa,13.110305383251038,762.4283742437641
2000,South Georgia and the South Sandwich Islands,10.413914388312223,1175.6353013620524
2000,Spain,16.470563894632676,1754.7488265788556
2000,Sri Lanka,14.817111102642844,759.1366455073241
2000,Suriname,23.483024094355933,376.2054689798172
2000,Svalbard & Jan Mayen Islands,14.947025700871093,1198.101953896031
2000,Swaziland,15.696632008746697,1198.9075897861017
2000,Sweden,4.915819975114312,729.0897606551544
2000,Taiwan,16.470580292110967,1660.6627680399174
2000,Tajikistan,17.548847733866438,1197.5259057716298
2000,Tanzania,7.643437387626685,402.63144153337487
2000,Timor-Leste,17.063567097598384,327.9568740649659
2000,Togo,20.926088062752882,794.0750539816861
2000,Tokelau,14.343022566049722,342.7547823236586
2000,Trinidad and Tobago,17.268716193820087,1717.9382522443102
2000,Tunisia,21.112886117354748,499.08728284844136
2000,Turkmenistan,16.74252951841323,1574.7509655548745
2000,Turks and Caicos Islands,16.284929438090238,763.8597215779807
2000,Tuvalu,19.539975743239015,1103.4997903678002
2000,Uganda,17.975439999895656,1166.9377183008792
2000,Ukraine,17.051027649602815,368.5931722214612
2000,United Arab Emirates,19.36875410553529,1246.452580558623
2000,United Kingdom,20.612340329940167,1193.0263082428905
2000,United States Minor Outlying Islands,11.335885155048018,778.1742378842273
2000,United States of America,13.504183317778397,354.39046690733073
2000,Uruguay,17.274764047468587,701.371700143585
2000,Uzbekistan,13.146782226426188,1944.9358877371337
2000,Vietnam,11.82999520870982,1361.729568378767
2000,Wallis and Futuna,16.526263609910245,442.5038353983492
2000,Western Sahara,14.63797104002831,1214.1543581460735
2000,Yemen,21.831419289492104,261.7394544290687
2000,Zimbabwe,14.313471225139063,2042.387668024425
2001,Afghanistan,13.71769582721129,855.3465162298778
2001,Albania,20.82787588615711,839.3848553534147
2001,Algeria,13.723151991391015,428.581686110323
2001,American Samoa,11.595162172501995,1643.102810503662
2001,Andorra,15.584933604755552,790.5557499915838
2001,Angola,14.26376935819738,1170.1389748500749
2001,Anguilla,9.9623120293496,1627.0256533665358
2001,Antarctica (the territory South of 60 deg S),16.349339637531912,839.2822389364514
2001,Antigua and Barbuda,17.65648588925356,1701.3490970273606
2001,Argentina,13.039822131019742,1784.216476847592
2001,Armenia,15.317108846211074,644.5632835419347
2001,Aruba,11.87651814730562,388.5428410531069
2001,Australia,17.3499230760941,1054.038714534109
2001,Austria,8.264113317420916,907.8144284087541
2001,Azerbaijan,14.726889035107337,1582.6091328227553
2001,Bahamas,12.457343873349974,483.9124659629931
2001,Bahrain,11.822344813175338,341.8116018112382
2001,Bangladesh,18.729928349256976,1008.0449485544683
2001,Barbados,19.77557848585783,368.8695666425776
2001,Belize,16.077043297723318,822.1744561453345
2001,Bermuda,17.573550789906058,905.8588929140399
2001,Bhutan,14.05723175703124,412.2008800118769
2001,Bosnia and Herzegovina,14.099129255072736,1632.44325323255
2001,Botswana,16.93593044447171,877.4396589630642
2001,Bouvet Island (Bouvetoya),13.552903406329547,764.4865275523321
2001,Brazil,13.898695749980064,858.6636871265533
2001,British Virgin Islands,15.089208549148292,278.95418889767154
2001,Brunei Darussalam,13.81768020312584,1264.5565655056184
2001,Bulgaria,14.125368867155974,1772.6691045117477
2001,Burkina Faso,16.586671883327757,1365.8223238241405
2001,Cambodia,10.127955493442771,420.76175162419406
2001,Cameroon,14.641697656112754,724.9584700903642
2001,Canada,12.762253139958244,469.3896485619738
2001,Cape Verde,17.204089556411656,885.421621409968
2001,Cayman Islands,12.89259660089856,2071.9546561732536
2001,Central African Republic,10.034707947389153,1483.8020415293013
2001,Chile,6.012380942031783,438.6715163917506
2001,China,13.125982213804077,1231.8607085158346
2001,Christmas Island,19.480070541110607,821.4503657874583
2001,Cocos (Keeling) Islands,19.436984671208236,389.7087814877801
2001,Colombia,14.623592861526738,881.5197921943027
2001,Comoros,12.21668474392185,383.80274800791426
2001,Congo,17.84844495051412,1635.620654273513
2001,Cook Islands,7.237610399996135,378.7574649496444
2001,Costa Rica,9.46703046400979,739.5646704929388
2001,Cote d'Ivoire,14.920907340160149,428.63463669103146
2001,Croatia,19.67959866735556,406.6672199285951
2001,Denmark,21.779023176732377,803.4029548664607
2001,Djibouti,17.636954652412943,300.9722625882642
2001,Dominica,12.29386131631449,425.0126968745431
2001,Dominican Republic,8.049724850058073,322.0384634754248
2001,Ecuador,12.95136934231137,448.5977588158936
2001,Egypt,17.571774878078283,377.37071801509455
2001,Eritrea,11.823151178860927,1178.133661813658
2001,Falkland Islands (Malvinas),10.452709521990233,437.130337532008
2001,Faroe Islands,10.717701032710599,1181.521242068589
2001,Finland,21.11983957103952,416.19487620917994
2001,France,16.954750369196354,1637.7470903338387
2001,French Guiana,15.714134729129153,1750.903877404429
2001,French Southern Territories,16.29817310908218,766.7571661217796
2001,Gambia,12.971354369982501,880.8267339031386
2001,Georgia,17.188216062489335,776.3308136616142
2001,Germany,8.685953268008284,363.5952054485896
2001,Ghana,12.951029094650252,1156.1393237303148
2001,Gibraltar,13.837267999777083,775.4038007140689
2001,Greece,12.215542045113573,429.0414640110832
2001,Greenland,14.925704200818648,395.1114460174646
2001,Grenada,17.57818203388034,1200.5280987821407
2001,Guadeloupe,15.130671774991022,794.514946116977
2001,Guam,19.87792926834592,437.3017464392997
2001,Guernsey,12.504817967263966,1231.633733683725
2001,Guinea,14.49809895600717,631.417295269043
2001,Guyana,17.023955891292566,349.4854020965783
2001,Haiti,16.89689271545793,828.2699328176568
2001,Heard Island and McDonald Islands,8.356487793399847,776.6153372187234
2001,Holy See (Vatican City State),19.946363193824258,692.789851051475
2001,Honduras,14.101235942874105,1084.178132796106
2001,Hong Kong,10.18647346995602,1274.8297227666767
2001,Hungary,12.407263711789447,849.8997015225777
2001,Iceland,18.304497351716655,1599.8841349303495
2001,India,15.579845939011314,1439.2133285573866
2001,Indonesia,6.228760610540672,324.3688222943737
2001,Iran,19.06343074514613,758.4780825146499
2001,Iraq,12.532577831845618,750.9647016846827
2001,Ireland,11.522076676243698,951.9838182881377
2001,Israel,15.06816349504137,1184.972938020724
2001,Jamaica,20.25965702024034,798.153770515486
2001,Japan,16.258608879257668,755.4665154779966
2001,Jersey,16.216494831873284,995.86211472951
2001,Jordan,16.629152146383255,711.5843304774892
2001,Kazakhstan,13.91782882225188,336.28481464862034
2001,Kenya,17.487651999840125,2244.488624074407
2001,Kiribati,12.538750337683373,1106.6718455607515
2001,Korea,9.421914024258513,892.0866655811985
2001,Kuwait,14.655435225325926,397.2753867230833
2001,Lao People's Democratic Republic,12.657650920312529,414.4340184732404
2001,Latvia,16.62002115011441,790.3749894336761
2001,Lesotho,12.692152258593785,2352.5809395233864
2001,Liberia,17.921104383362913,708.4581187147953
2001,Libyan Arab Jamahiriya,8.57692669900008,415.2595298249822
2001,Liechtenstein,19.007829702606827,1801.089068453384
2001,Luxembourg,10.142220339096433,808.4709573388973
2001,Macao,9.46919996820286,312.24262508287654
2001,Madagascar,18.606021166964254,811.3435496210094
2001,Malawi,9.862640644417796,822.9339427920559
2001,Malaysia,13.075050642928145,694.4332000753693
2001,Maldives,19.928035609271927,763.0595143313903
2001,Mali,14.766771524166185,430.5439131638938
2001,Marshall Islands,17.769039726896274,926.8520035964558
2001,Mauritania,19.877553316307623,321.78233122085817
2001,Mauritius,21.308025270827848,702.1109615117571
2001,Mexico,12.969636768577708,1546.8062644382594
2001,Micronesia,4.277491024769509,402.3421161074692
2001,Monaco,20.65360361124687,1263.3939050863912
2001,Mongolia,18.745880436593566,659.2908559630293
2001,Montenegro,14.035798304408928,922.2631840795806
2001,Montserrat,15.061478924764689,1963.3771182363337
2001,Morocco,22.076904484090143,363.8906413130302
2001,Mozambique,11.358374262564212,414.17080928449633
2001,Myanmar,17.26220149065687,1330.8855032306928
2001,Namibia,19.17158415014333,377.2934764597561
2001,Nauru,12.021089568598265,1678.0448560742725
2001,Nepal,13.036830128046681,731.3874154256591
2001,Netherlands,16.70025567949958,732.7512685946833
2001,Netherlands Antilles,16.734817697404765,1570.938225562922
2001,New Caledonia,12.899675180842404,342.86652545720386
2001,New Zealand,7.15768923547801,780.7629572956475
2001,Nicaragua,15.809528644112927,735.7657571490141
2001,Niger,15.140703286575167,769.4994068378944
2001,Nigeria,14.908122295997543,1139.438372136439
2001,Norfolk Island,18.219670598995876,1158.8068856797092
2001,Northern Mariana Islands,11.450857133353633,803.8853357161793
2001,Norway,15.317564210608335,419.82628169274295
2001,Oman,12.527401833422497,771.2132780921561
2001,Pakistan,16.221298106251034,416.154265868959
2001,Palau,23.503991656218147,347.52703114074507
2001,Panama,15.885899649984289,369.723359620943
2001,Papua New Guinea,12.305702486782433,814.1401013385785
2001,Paraguay,18.098917068597892,662.7055698466132
2001,Peru,19.117585914315868,1501.089251256037
2001,Philippines,15.739279929628248,1142.4198399358106
2001,Pitcairn Islands,21.65493773285632,452.7234354958798
2001,Poland,12.323467014313989,757.9391309408425
2001,Portugal,12.543022324382889,1177.1002306873008
2001,Puerto Rico,10.699480883477303,866.7052353656068
2001,Qatar,14.878582752854848,374.07119061184306
2001,Reunion,16.923794455762827,428.83515533215433
2001,Romania,10.257717905670452,841.6366427285759
2001,Russian Federation,20.838730449972218,870.5641987213287
2001,Saint Barthelemy,2.626535911834127,342.1803508499281
2001,Saint Helena,7.600482443067232,319.38163792219746
2001,Saint Lucia,14.267324313408315,1185.462949505796
2001,Saint Martin,14.721061317386132,882.972734436636
2001,Saint Vincent and the Grenadines,17.541098214113006,2232.7199453583585
2001,Samoa,12.487224769214183,449.8479545406862
2001,San Marino,21.778416115951185,422.5037469200294
2001,Sao Tome and Principe,12.716745441112973,2799.7487172506835
2001,Saudi Arabia,11.197236817546226,790.3614409910367
2001,Senegal,14.122709250314944,876.4640981176801
2001,Serbia,16.55656954378115,439.95868745721685
2001,Seychelles,11.999193790097483,811.4564873938958
2001,Sierra Leone,21.13807010801849,374.8376677356556
2001,Singapore,12.839177558954358,762.1575747528425
2001,Slovakia (Slovak Republic),12.642497821116926,843.0476798977592
2001,Slovenia,16.659075063276678,469.33973281114913
2001,Solomon Islands,16.259302515781265,821.9569924378035
2001,South Africa,16.222962991221504,1110.6522612009378
2001,South Georgia and the South Sandwich Islands,10.440103843465181,840.7025175145036
2001,Spain,21.07335843734203,443.51321769200047
2001,Sri Lanka,16.03731519958479,724.7707526909112
2001,Suriname,14.447523328024264,757.1881272932912
2001,Svalbard & Jan Mayen Islands,20.789275560678416,435.9534984675893
2001,Swaziland,16.68601631934056,855.7129157054686
2001,Sweden,18.88998154207689,460.52909376188006
2001,Switzerland,14.165532562833825,1472.6689249537258
2001,Syrian Arab Republic,10.085612935959444,435.00246951757526
2001,Taiwan,21.462214658316622,1279.64762919724
2001,Tajikistan,23.64048141565861,388.7479135509968
2001,Tanzania,17.764114651039414,883.2105323682875
2001,Thailand,14.885239804637319,1573.4822681958344
2001,Timor-Leste,4.594439732938277,306.9574021023184
2001,Trinidad and Tobago,6.083735278571161,843.609123274385
2001,Turkey,19.120478906239313,1118.7757389409244
2001,Turkmenistan,12.730864814904974,1290.03954433702
2001,Turks and Caicos Islands,24.6772039179257,790.4752998902193
2001,Tuvalu,11.411400403179087,888.4589096077134
2001,Uganda,17.80190167977621,1106.9184002193874
2001,United Arab Emirates,10.519158160040446,1344.7004442288162
2001,United Kingdom,12.156929768690992,790.6038110853286
2001,United States Minor Outlying Islands,18.04597146616646,1227.5589571933451
2001,United States Virgin Islands,12.157086096866388,795.2898817354906
2001,United States of America,20.597688570452696,403.02910342156434
2001,Uruguay,13.457050114790318,750.2495702395149
2001,Uzbekistan,21.490368692164243,1264.7994406330552
2001,Vanuatu,18.18425124078365,406.0904384753973
2001,Venezuela,12.099619929841154,829.0265413477503
2001,Vietnam,18.172463069608135,950.7026587256689
2001,Wallis and Futuna,14.958748529030203,1143.0056109050388
2001,Western Sahara,18.377038325527074,750.4579962099087
2001,Yemen,13.653825870879649,391.7007011631823
2001,Zambia,15.823366620066055,681.3495970960954
2001,Zimbabwe,17.82729087179667,729.4267838543838
2002,Afghanistan,2.193930972487406,406.214614959853
2002,Albania,16.251113838443942,792.537615518981
2002,Algeria,25.468399952513735,331.6913153088435
2002,American Samoa,7.490022602649376,396.81761696660504
2002,Andorra,4.499491116565039,443.6446172919955
2002,Angola,18.58890058516307,1169.3860475532101
2002,Antarctica (the territory South of 60 deg S),14.431326414079603,1424.0052382740546
2002,Antigua and Barbuda,10.64348082539786,916.9261699160827
2002,Argentina,21.782444310806476,429.0368064251876
2002,Armenia,13.177983274636722,1909.6797706055488
2002,Aruba,8.636011983985712,407.9725419319793
2002,Austria,14.016321270458526,857.8990759662948
2002,Azerbaijan,18.040202011176675,325.6143314402176
2002,Bahamas,13.212576076236894,1073.075183182893
2002,Bahrain,21.024015560717487,991.4237180411969
2002,Belarus,15.32463256377655,769.9473061849869
2002,Belgium,14.055235890873714,407.90658925205537
2002,Belize,18.249677879753655,335.1484427204531
2002,Benin,17.171532519195907,445.7013144701831
2002,Bermuda,10.707663866285598,1184.782625303476
2002,Bhutan,19.34594594948585,1199.8791120382152
2002,Bolivia,11.817544196921707,1093.1312558813233
2002,Bosnia and Herzegovina,8.290821320662566,811.9775079875573
2002,Botswana,10.038945091270959,800.4648262247599
2002,Bouvet Island (Bouvetoya),10.756493651145625,703.5186193859829
2002,Brazil,18.036277573945135,1550.26402471369
2002,British Indian Ocean Territory (Chagos Archipelago),11.394522807132503,433.600050801992
2002,British Virgin Islands,18.369930056013587,391.3405649530091
2002,Bulgaria,12.894744544837579,1591.9376235824034
2002,Burkina Faso,24.87616042109637,401.92930150339487
2002,Burundi,19.108870215921968,1206.3011158246472
2002,Cambodia,10.247478303117566,1227.0591878910702
2002,Cameroon,14.384002233027042,1139.6433585800883
2002,Canada,9.249615783611013,755.3521451374882
2002,Cape Verde,11.21365254998825,742.3343515013544
2002,Cayman Islands,19.055970341043803,363.0400378975596
2002,Central African Republic,19.251471612294843,389.3105050906823
2002,Chad,4.111794263675373,359.5828117069518
2002,China,18.755095719464155,1657.437383673348
2002,Christmas Island,13.532630972621257,2110.9696964838054
2002,Cocos (Keeling) Islands,6.372755117680173,431.501015905978
2002,Colombia,18.7089697277868,878.3498821686226
2002,Comoros,14.13456674630745,437.4500763839216
2002,Congo,16.247497834056215,2022.1780933498308
2002,Cook Islands,18.29174736018739,664.527052015761
2002,Costa Rica,14.690217246023574,833.2230618856967
2002,Cote d'Ivoire,9.25739350018319,398.4577167439141
2002,Croatia,15.405545346886644,384.5678830267804
2002,Cuba,10.895783584239057,1108.56648795942
2002,Cyprus,7.891943638599339,1111.3405155023763
2002,Czech Republic,14.955774526597997,2231.40885266076
2002,Denmark,8.858606460602722,804.3936763906432
2002,Djibouti,16.89969444934959,698.7619516671799
2002,Dominica,12.153598157426938,1613.350043679456
2002,Egypt,12.898425255542389,376.17078130025
2002,El Salvador,14.687387321119322,370.3348467036837
2002,Equatorial Guinea,18.24950807585651,358.61475282778116
2002,Eritrea,11.717541411474649,2414.1814657134246
2002,Estonia,18.1000134787444,1430.8357316871902
2002,Faroe Islands,15.312798452441365,727.412668302494
2002,Fiji,20.09667065160658,493.0114760758679
2002,Finland,6.812636038911782,441.3017802104793
2002,France,17.436710898539772,821.3213053048873
2002,French Guiana,13.18752340843864,316.5893809094033
2002,French Polynesia,13.54567635484974,490.2408225899356
2002,French Southern Territories,10.136424170137484,359.5093502788829
2002,Gabon,13.917261179652328,1512.4348377966421
2002,Gambia,18.944148589634466,792.5226424794441
2002,Georgia,14.239856114429633,1084.8469189615803
2002,Germany,13.333053531816113,933.1494243123941
2002,Ghana,12.425673969385624,874.0192182229491
2002,Gibraltar,7.791869414933225,341.25663494878097
2002,Greece,9.281685664157411,850.6039811624516
2002,Greenland,24.503776175313114,357.6406460739899
2002,Guadeloupe,19.15353321732644,1603.6304629552199
2002,Guam,16.152400341762878,370.91290224165624
2002,Guatemala,18.109043084222293,847.0668204505581
2002,Guernsey,16.187519434964738,1103.433996930839
2002,Guinea,12.797207295207304,320.2976489270512
2002,Guinea-Bissau,19.17603852252838,321.9662054603434
2002,Guyana,18.680887469448514,1606.4661612566545
2002,Haiti,13.817083095161326,848.0782729346789
2002,Heard Island and McDonald Islands,15.694287031959693,2081.6677821431513
2002,Hong Kong,18.774384785501237,840.7101831271084
2002,Hungary,19.051636343890127,387.7572279756631
2002,Iceland,19.4101786220999,970.0990563504079
2002,Indonesia,16.492162724539092,816.007492272217
2002,Iran,13.466052674639098,416.2873593128122
2002,Iraq,5.921453113660118,797.2756712952489
2002,Ireland,6.734394925240029,383.00077092021087
2002,Isle of Man,14.40681777840224,349.6750385579596
2002,Israel,15.647584894451262,395.5862036845677
2002,Italy,14.699602122854731,732.6766139106717
2002,Japan,12.024541212918468,429.83536339037454
2002,Jersey,11.076156236500667,465.65551617611106
2002,Jordan,15.197441610490882,318.0599031091351
2002,Kenya,21.600451786939143,425.1367516954579
2002,Kiribati,14.063604192631614,1724.956765291051
2002,Korea,12.326025893986543,1494.1784683403991
2002,Kuwait,14.762658936644772,801.6080642852096
2002,Kyrgyz Republic,11.319159184494028,309.6303181591484
2002,Lao People's Democratic Republic,23.211626097828248,381.80090055509686
2002,Latvia,14.12343827761428,1866.601446868837
2002,Lebanon,11.433550017431998,369.14116176818334
2002,Lesotho,13.164475123693258,1549.213282331387
2002,Liberia,13.894426644743914,1523.1277415101429
2002,Liechtenstein,15.976053790313903,1092.891935781662
2002,Luxembourg,13.74168115285928,1621.3807395032643
2002,Madagascar,16.04208657332458,792.0153172212956
2002,Malaysia,17.003420440268233,1130.7721897663378
2002,Mali,4.646762308430185,470.6817601062392
2002,Malta,11.411304486243878,1183.2960711466824
2002,Marshall Islands,13.93409344847619,353.93150927863917
2002,Martinique,15.54816808494138,421.90086964469026
2002,Mauritania,15.290163604102213,761.0751556683455
2002,Mauritius,21.79438359896281,392.21284459695784
2002,Mayotte,13.644379098822066,1171.5245185095023
2002,Mexico,15.17987329458261,829.0351235714783
2002,Moldova,10.28656558756925,422.8235447827764
2002,Monaco,9.445821461930796,306.97104812630846
2002,Mongolia,16.456437704497578,1168.379180003275
2002,Montenegro,14.113279897900199,1145.444847785986
2002,Montserrat,12.220305754413385,376.31798730090287
2002,Morocco,20.3410728056325,756.6127686241082
2002,Mozambique,18.492074799971395,877.3263003283198
2002,Myanmar,13.891952287381836,277.6332693334614
2002,Namibia,14.456993805371141,795.613163297772
2002,Nauru,17.89194540885931,1291.0706782352202
2002,Nepal,14.732748033030898,814.0997482962093
2002,Netherlands Antilles,14.338234596633658,2068.0012429331155
2002,New Caledonia,3.351307278679471,354.10862463053144
2002,New Zealand,13.786171594536109,462.2992169062271
2002,Nicaragua,18.043066249501276,407.61923274678895
2002,Niue,9.216332327146237,381.4783347633625
2002,Norfolk Island,17.52864387318191,341.1225864327524
2002,North Macedonia,20.103366333964196,818.9681366952791
2002,Northern Mariana Islands,13.646842078417121,1650.6731153911965
2002,Oman,10.939949669675812,410.54409643798624
2002,Palau,9.889455275307544,395.25434233185223
2002,Palestinian Territory,17.153656903604823,377.49941974855983
2002,Panama,12.772506707129473,846.7897224637989
